Código|Descripción|Código de Barras|Precio Menudeo|Precio Mayoreo|Precio Residencial|Familia
2203012|Crema para Peinar Control Caida PANTENE 300ml|7501001303549|006800|006800|006800|Gel y Shampoo
2203013|Shampoo  SAVILE Keratina 700ml (12pz)|7506306249240|004200|004200|004330|Gel y Shampoo
2203014|Acondicionador FRUCTIS  650ml (12pz)|7509552908732|009100|008700|009100|Gel y Shampoo
2204003|Jabon DOVE 135gms.|067238891190|002970|002970|003060|Cuidado Corporal
2204004|PALMOLIVE Sensacion Humectante 120 gms. (8pz)|7509546682471|001350|001350|001390|Cuidado Corporal
2204006|Rastrillo Gillette PRESTOBARBA 1pz. (28pz)|7500435154420|001550|001550|001600|Cuidado Corporal
2204009|Crema NIVEA Corporal Milk  400ml|7501054504535|010700|010700|010700|Cuidado Corporal
2204010|Jabon LIRIO Neutro  150grs|012388000022|001990|001990|002050|Cuidado Corporal
2204011|Jabon LIRIO Avena  150grs|012388002910|001850|001770|001910|Cuidado Corporal
2204018|Jabon de tocador Rosa 125g Pepis|2204018|000750|000700|000770|Cuidado Corporal
2204019|Desinfectante Solución Antiseptica ZUUM  480ml|7501020606416|007100|007100|007310|Cuidado Corporal
2204020|Gel Antiseptico ZUUM 60mml|7501020670356|001750|001750|001800|Cuidado Corporal
2204021|Crema humectante NUVEL 750ml  (12pz)|7501082721690|003550|003550|003550|Cuidado Corporal
2205001|Toallas humedas ABSORSEC (90 pzs)|7501943471337|001750|001750|001800|Toallitas y Pañales
2206004|ALWAYS Active Nocturna (12pz)|7506195178188|003200|003000|003300|Toallas Femeninas
2206006|KOTEX Anatomica C/Alas naturals flex (8pz)|75019434245623|001870|001870|001930|Toallas Femeninas
2208004|Desenfriol D (caja con 2 tiras)|750227040368|000450|000450|000460|Medicamentos
2208005|Vick vaporub 12g (caja con 12pzas)|7501001246730|002000|002000|002060|Medicamentos
2208006|Desenfriol-ito (caja con 2 tiras)|7502276040405|000300|000300|000310|Medicamentos
2208009|Cubreboca Desechables (paquete de 100pzas)|2208009|000500|000500|000520|Medicamentos
2208010|Cubreboca de Tela|2208010|001750|001750|001800|Medicamentos
2208011|Cubreboca Desechables (paquete de 100pzas doble y cosido)|2208011|000100|000100|000100|Medicamentos
2209003|Pastillas Pato  Aroma Fresco SCJOHNSON 52gr (12pz).|7501032900724|004650|004650|004650|DESINFECTANTES
